Fe1,Fe2,Fe3,Fe4,Fe5,Fe6,Fe7,Fe8,Fe9,Fe10,Fe11,Fe12,Target
14.009980368857072,-10.88326259780288,4.365306629250962,4.986853984709158,2.4350131711466254,-12.367657075751664,0.05421619647838647,-6.505666590851497,-6.805871159883047,2.364852225048492,-4.845747835145847,-4.725184058319306,0.0
12.618823180897325,-18.56727128346088,-0.8252640616423409,-2.9352801711247003,-1.2526818648434308,-10.560306948524246,3.0106098126850265,0.32741940120370244,0.9055379513914812,6.674397070810603,-0.3642328425086672,-4.26177893415626,1.0
12.21063209494308,-26.00480331737081,-5.622614307461599,-6.454565438720247,0.08162364005132718,-6.172827699588919,4.9002687418568165,-0.9855436449890068,-3.6349964948487634,0.8728165741341908,-2.3947198495329762,-4.316653007377502,2.0
13.355268409786332,-14.450084441043687,0.6714833345266646,0.2319936928355865,1.089737011114525,-11.538107339033328,2.880812444898209,-1.1212801995415798,-4.081853520929696,2.1728040038566707,-3.6725938263272737,-6.3594764327361295,3.0
12.582414306972838,-20.048430693992312,0.23661962924484026,-7.352641819982803,-2.6808459111057887,-5.635102387938501,4.440549307522633,-3.257457247841548,-5.421509842421435,-3.2110811075347514,-8.593637218758001,-5.570041943955567,4.0
11.374866831252904,-8.261424944961957,-6.6742035943377935,-3.5372648503803217,-2.0491468596995515,-15.256731797376544,2.372672013716455,-7.319961949882188,-10.607784017138297,1.1513892886311303,-5.078557042606977,-3.6129885763516585,5.0
15.130975382199475,-10.398570168053539,-7.273264077711342,6.7779354253274855,-0.0928718969415628,-22.594124484767146,3.3980764835545267,-6.8099218018375085,-12.59632723270674,2.683210755635737,-4.342237849090751,-3.9073923080619104,6.0
10.447523549548563,-29.54297995968832,-12.8758946221694,-4.500975427233137,0.2070547494051045,-10.310458463735422,5.883562183047383,-1.5028808236482132,-6.723584783006369,-2.6471163048496646,-2.846984255039727,0.6206021319890624,7.0
14.79080521246658,-8.729446041881609,0.22935255343804584,-1.2286100138215417,0.4641050884405523,-11.152055431392826,5.661991540041777,-2.7912870185500958,-9.713887439506225,0.0643425206468953,-3.3841920347501104,-3.268591073849181,8.0
14.021282488826538,-12.026842407564812,-2.8314770758123533,1.72273484736518,0.5540001850153082,-11.666233347633884,6.7436049538133,-5.587467463513899,-8.764579746711204,1.6313639040349586,-7.663068914953993,-4.031754079136614,9.0
13.594420240985038,-12.5800984972601,0.8241866821990945,3.8071136150155014,6.007676884836407,-6.40779642863879,5.677948306871254,-1.2883627921060417,-7.066094213174408,-1.9144085269539624,-5.2325462999193135,-5.18441050365063,0.0
13.86906291581844,-11.603886291950241,4.536822011320451,3.4735700708273094,6.153746382940153,-4.2963786579116725,3.896462101888032,-1.686538490363476,-4.727840018489458,0.5380147862717609,-3.396229335841076,-4.466554752396991,1.0
13.424587646807439,-9.292536435190053,2.24548569234534,-0.4646357114281334,5.067553281187101,-5.4764629942155825,2.5796285182382928,-5.957082896548061,-9.20722052559133,-0.8377703801091584,-3.9584421871540463,-6.509700817030226,2.0
13.306599147180721,-14.524832070107395,-0.7123378831458447,0.1309588713314552,1.3733074271887888,-12.620594511382668,0.12632366657043226,-3.2332073147331046,-5.066624878215217,1.7260220841142448,-2.5395672258457647,-6.269759466835053,3.0
14.025627536740172,-16.122876653047093,0.04764918749436396,-3.078800994634089,-0.8798334399613742,-10.638474670199637,4.140618619125477,0.6612894585501508,-4.513796055349219,1.4896635984337183,-1.6615301250704448,-3.65051491551382,4.0
